cas_number,chemical_id,name,substance,other_name,brand,package_size,storage_location,molecular_weight,density (g/mL),state
661-82-5,1999,3-CHLOROTETRAFLUOROPROPIONIC ACID,"3-氨基-1,2,4-三氮唑",,adamas,1g,1-4-2,180.49,1.63,liquid
66-71-7,2000,o-Phenanthroline,邻菲罗啉,,毕得,25g,gR-配体,180.21,1.1836,solid
667-27-6,2001,Ethyl bromodifluoroacetate,二氟溴乙酸乙酯,,adamas,5g;100g,1-3-1;2-4,202.98,1.583,liquid
6674-22-2,2002,DBU,DBU,,adamas,0,4-2,152.24,1.019,liquid
670-98-4,2003,Methyl benzenesulfinate,苯亚硫酸甲酯,,安耐吉,5g,2-4,156.2,1.194,liquid
67237-53-0,2004,3-ethynylthiophene,3-乙炔基噻吩,,adamas,5g,R6,108.16,1.098,solid
672-65-1,2005,1-Chloro-1-phenylethane,1-氯-1-苯乙烷,,adamas,25ml,1-2-2,140.61,1.06,liquid
672-66-2,2006,Dimethylphenylphosphine,二甲基苯基膦,,adamas,1g,gR-配体,138.15,0.971,solid
67292-34-6,2007,"[1,1'-Bis(diphenylphosphino)ferrocene]dichloronickel(II)","(1,1'-双(二苯基膦)二茂铁)二氯化镍",,ADAMAS,5g,gR-催化剂,677.94,,solid
6737-42-4,2008,"1,3-Bis(diphenylphosphino)propane","1,3-双(二苯基膦)丙烷 (DPPP)",,毕得,5g,gR-配体,412.45,,solid
6746-94-7,2009,Cyclopropylacetylene,环丙基乙炔,,adamas,25ml,3-2,66.1,0.7801,solid
674783-97-2,2010,9-Mesityl-10-methylacridinium perchlorate,10-甲基-9-均三甲苯基吖啶高氯酸盐,,adamas,1g,3-1,411.88,,solid
67490-21-5,2011,"2,4,6-tri-tert-butylpyrimidine","2,4,6-三叔丁基嘧啶",,adamas,5g,4-2-1,248.41,0.9,solid
67-51-6,2012,"3,5-Dimethylpyrazole","3,5-二甲基吡唑",,adamas,100g,4-2-3,96.13,0.884,solid
67-63-0,2013,isopropanol,异丙醇,,adamas,100ml,3-2A,60.1,0.785,liquid
677-22-5,2014,tert-butylmagnesium chloride,叔丁基氯化镁,,adamas,100ml,R5,116.87,0.931,liquid
680-15-9,2015,"(Methyl 2,2-difluoro-2-(fluorosulfonyl)acetate;Methyl fluorosulfonyldifluoroacetate)",氟磺酰基二氟乙酸甲酯,,adamas,5g;25g,2-3c;2-4;R1,192.11,1.509,liquid
680-31-9,2016,Hexamethylphosphoric Triamide,六甲基磷酰三胺 (HMPA),,adamas,100g,3-4A,179.2,1.03,liquid
68-19-9,2017,vitamin B12,维生素B12,,adamas,1g,gR-催化剂,1355.37,,solid
68-22-4,2018,norethindrone,炔诺酮,,安耐吉,5g,3-2,298.43,1.0766,solid
682-30-4,2019,Diethyl Vinylphosphonate,乙烯基膦酸二乙酯,,adamas;毕得,5g,3-4;R8,164.14,1.068,liquid
6825-20-3,2020,"3,6-Dibromocarbazole","3,6-二溴咔唑",,adamas,25g,4-2-2,325.0,1.93,solid
685-87-0,2021,Diethyl Bromomalonate,溴代丙二酸二乙酯,,adamas,25g,1-3-2,239.06,1.402,liquid
68716-49-4,2022,"2-(4-bromophenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",4-溴苯硼酸频呐醇酯,,adamas,5g,1-3-3,282.97,1.29,solid
68737-65-5,2023,"(1R,2R)-N,N'-dimethyl-1,2-cyclohexanediamine","(1R,2R)-N,N'-二甲基-1,2-环己二胺",,adamas,1g,gR-配体,142.24,0.902,solid
68858-20-8,2024,Fmoc-Val-OH,N-Fmoc-L-缬氨酸,,安耐吉,100g,2-2,339.39,1.227,solid
68986-76-5,2025,Copper(I) thiophene-2-carboxylate,噻吩-2-甲酸亚铜,,adamas,1g,D2-2A,190.69,,solid
6911-87-1,2026,4-Bromo-N-methylaniline,4-溴-N-甲基苯胺,,adamas,5g,1-3-4,186.05,1.482,liquid
693-02-7,2027,1-Hexyne,1-己炔,,adamas;安耐吉,25ml;100ml,3-2;R7,82.14,0.715,liquid
693-13-0,2028,"N,N'-diisopropylcarbodiimide","N,N-二异丙基碳二亚胺 (DIC)",,adamas,100ml,3-2C;3-5,126.2,0.815,solid
69360-26-5,2029,2-Cyanobenzenesulfonyl chloride,2-氰基苯磺酰氯,,安耐吉,5g,R3,201.63,1.53,solid
6940-76-7,2030,1-Chloro-3-iodopropane,1-氯-3-碘丙烷,,adamas,1g,,204.44,1.904,liquid
694-53-1,2031,Phenylsilane,苯硅烷,,adamas,5g,3-2,108.21,0.877,liquid
694-80-4,2032,2-Bromochlorobenzene,1-溴-2-氯苯,,adamas,5g,1-3-3,191.45,1.638,liquid
694-85-9,2033,1-Methyl-2-pyridone,1-甲基-2-吡啶酮,,adamas,1g,4-2-3,109.13,1.129,solid
69506-86-1,2034,"1H-Imidazole,1,1'-(1,4-butanediyl)bis-",双咪唑丁烷,,adamas,100mg,4-2-1,190.24,1.13,solid
696-62-8,2035,4-Iodoanisole,4-碘苯甲醚,,毕得,100g,1-2-3,234.03,1.7904,solid
6973-60-0,2036,N-Methylpyrrole-2-carboxylic acid,N-甲基-2-吡咯羧酸,,adamas,1g,1-4-4,125.13,1.25,solid
69739-34-0,2037,Trifluoromethanesulfonic acid tert-butyldimethylsilyl ester,叔丁基二甲基硅基三氟甲磺酸酯,,安耐吉,25g,R3,264.34,1.151,liquid
70-00-8,2038,Trifluridine,三氟胸苷,,adamas,100mg,3-2,296.2,1.4365,solid
702-23-8,2039,4-Methoxyphenethyl alcohol,对甲氧基苯乙醇,,adamas,5g,2-2,152.19,1.058,solid
70-23-5,2040,ethyl bromopyruvate,3-溴丙酮酸乙酯,,adamas,5g,1-3,195.01,1.554,solid
7051-34-5,2041,Cyclopropylmethyl bromide,溴甲基环丙烷,,adamas,5g,R1,135.0,1.392,solid
705-29-3,2042,"alpha'-Chloro-alpha,alpha,alpha-trifluoro-m-xylene",3-三氟甲基氯苄,,adamas,1g,1-2-2,194.58,1.254,solid
705-31-7,2043,4'-Trifluoromethylphenyl acetylene,"4-乙炔基-α,α,α-三氟甲苯",,安耐吉;adamas,5g,3-2;R6,170.13,1.043,liquid
70-55-3,2044,p-Toluenesulfonamide,对甲苯磺酰胺,,adamas,100g,3-4,171.22,1.2495,solid
70557-99-2,2045,"Iodomethylboronic acid, pinacol ester",碘甲基硼酸频哪醇酯,,adamas,25g,L2,267.9,1.47,liquid
705-76-0,2046,"3,5-Dimethoxybenzyl alcohol","3,5-二甲氧基苯甲醇",,安耐吉,100g,2-2,168.19,1.1322,solid
708-06-5,2047,2-Hydroxy-1-naphthaldehyde,2-羟基-1-萘甲醛,,毕得,100g,4-3,172.18,1.1153,solid
7087-68-5,2048,"N,N-Diisopropylethylamine","N,N-二异丙基乙胺 (DIPEA)",,adamas,500ml,3-5,129.24,0.742,liquid
71071-46-0,2049,"4,4'-Bis(methoxycarbonly)-2,2'-bipyridine","2,2'-联吡啶-4,4'-二甲酸甲酯",,毕得,1g,gR-配体,272.26,1.254,solid
7123-92-4,2050,norpseudopelleterine-N-oxyl,9-氮杂双环[3.3.1]壬烷-3-酮 N-氧自由基,,adamas,250mg,R7,154.19,,solid
71-43-2,2051,Benzene,苯,,energy,0,溶剂柜,78.11,0.874,liquid
71-48-7,2052,Cobalt(II) acetate,乙酸钴,,MACKLIN,5g,gR-催化剂,177.02,1.7043,solid
7154-66-7,2053,2-Bromobenzoyl Chloride,2-溴苯甲酰氯,,adamas,5g,1-5-3,219.46,1.679,liquid
716-39-2,2054,"2,3-Naphthalenedicarboxylic Anhydride",2，3-萘二酐,,adamas,25g,2-4,198.17,1.449,solid
7164-98-9,2055,1-Phenylimidazole,1-苯基咪唑,,adamas,250mg,4-2-1,144.17,1.14,liquid
717-74-8,2056,"1,3,5-Triisopropylbenzene","1,3,5-三异丙基苯",,adamas,100ml,1-5-2,204.35,0.845,liquid
717-94-2,2057,"3-(3,5-Dimethoxyphenyl)propionic acid","3,5-二甲氧基苯基丙酸",,adamas,5g,1-4-3,210.23,1.159,solid
7188-38-7,2058,tert-Butyl isocyanide,异氰酸叔丁酯,,adamas,5ml,R8,83.13,0.735,solid
71-91-0,2059,Tetraethylammonium bromide,四乙基溴化铵,,毕得,100g,7-2,210.16,1.397,solid
7223-50-9,2060,N-Propargylphthalimide,N-丙炔基邻苯二甲酸胺,,adamas,5g,3-2,185.18,1.318,solid
7226-23-5,2061,"1,3-Dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone","N,N-二甲基丙烯基脲",,毕得;安耐吉,100ml;100g,4-4-1,128.17,1.06,liquid
72402-14-3,2062,"Methyl-2,3-O-isopropylidene-D-ribofuranoside","甲基-2,3-O-异亚丙基-D-呋喃核糖苷",,毕得,5g,3-2,204.22,1.23,liquid
72-48-0,2063,Alizarin,"1,2-二羟基蒽醌",,adamas,25g,2-3,240.21,1.06,solid
72914-19-3,2064,"4,4'-Di-tert-butyl-2,2'-dipyridyl","4,4'-二叔丁基-2,2'-联吡啶",,毕得,5g,gR-配体,268.4,0.977,solid
73018-10-7,2065,2-mercaptopyridine,2-疏基吡啶,,adamas,100ml,3-1A,111.16,1.166,solid
7311-34-4,2066,"3,5-Dimethoxybenzaldehyde","3,5-二甲氧基苯甲醛",,安耐吉,25g,4-3,166.17,1.1708,solid
73183-34-3,2067,Bis(pinacolato)diboron,联硼酸频那醇酯,,adamas,100g;25g,R3;R9,253.94,0.98,solid
7321-55-3,2068,Dimethylmalononitrile,二甲基丙二腈,,adamas,5g,gL,94.11,0.969,solid
73-31-4,2069,Melatonin,褪黑素,,adamas,5g,3-2,232.28,1.1099,solid
7335-27-5,2070,Ethyl 4-Chlorobenzoate,4-氯苯甲酸乙酯,,adamas,5g,1-2-1,184.62,1.187,solid
73602-61-6,2071,Triethylamine trihydrofluoride,三乙胺三氢氟酸盐,,adamas,5g,3-5,161.21,0.989,liquid
73776-25-7,2072,2-Chloroquinoline-3-carboxylic acid,2-氯-3-喹啉羧酸,,adamas,1g,1-4-5,207.61,1.469,solid
741709-62-6,2073,2-CYANOPYRIDINE-4-BORONIC ACID PINACOL ESTER,2-氰基吡啶-4-硼酸频哪醇酯,,adamas,100mg,2-4,230.07,1.1,solid
7439-96-5,2074,Manganese,锰,,adamas,25g,D3-1,54.94,7.3,solid
7446-70-0,2075,Aluminum chloride,三氯化铝,,安耐吉,100g,D2,133.34,2.44,solid
7447-39-4,2076,Copper(II) chloride,氯化铜(II),,adamas,100g,D-3,134.45,3.386,solid
7447-39-4,2077,Copper(II) chloride,无水氯化铜,,阿拉丁,5g,D3,134.45,3.386,solid
7447-41-8,2078,Lithium chloride,氯化锂,,adamas;百灵威,100g,6-1,42.39,2.06,solid
7473-98-5,2079,2-Hydroxy-2-methylpropiophenone,2-羟基-2-甲基苯丙酮,,adamas,25g,2-2,164.2,1.077,liquid
74-88-4,2080,Iodomethane,碘甲烷,,adamas,25g,1-2-3;R2,141.94,2.28,liquid
74-95-3,2081,Dibromomethane,二溴甲烷,,adamas,25g,1-3-2,173.83,2.477,liquid
74-96-4,2082,Bromoethane,溴乙烷,,安耐吉;adamas,500g;100g,R1;R2,108.97,1.46,liquid
74-99-7,2083,Propyne,丙炔,,adamas,25ml,3-2,40.06,0.607,liquid
75-16-1,2084,Methylmagnesium bromide,甲基溴化镁,,adamas;安耐吉,1000ml;500ml;100ml,R4;R5,119.24,1.035,liquid
75-22-9,2085,Borane-trimethylamine complex,硼烷-三甲胺络合物,,adamas,5g,R6,72.95,0.81,solid
75-26-3,2086,2-Bromopropane,溴代异丙烷,,adamas,100g,1-3-2,122.99,1.31,liquid
75-30-9,2087,2-Iodopropane,碘代异丙烷,,adamas,25g,1-2-3,169.99,1.703,liquid
75-30-9,2088,2-Iodopropane,2-碘代丙烷,,adamas,5g,gL-R,169.99,1.703,liquid
7533-40-6,2089,L(+)-Leucinol,L-亮氨醇,,adamas,100g,2-2,117.19,0.917,solid
75-36-5,2090,Acetyl chloride,乙酰氯,,安耐吉;adamas,100ml,1-5-3;R3,78.5,1.104,liquid
75476-78-7,2091,"1H-INDENE, 5-BROMO-",5-溴-1H-茚,,adamas,250mg,75-62-7,195.06,1.523,solid
7550-35-8,2092,Lithium bromide,溴化锂,,毕得,100g,7-2,86.85,1.57,solid
7550-45-0,2093,Titanium tetrachloride,四氯化钛,,adamas,100g,R8,189.68,1.73,liquid
7553-56-2,2094,Iodine,碘,,安耐吉,100g,D1,253.81,1.32,solid
7558-79-4,2095,Sodium phosphate dibasic,磷酸氢二钠,,Titan,100g,6-2,141.96,1.064,solid
75-59-2,2096,Tetramethylammonium hydroxide,四甲基氢氧化铵,,安耐吉,25g,7-2,91.15,0.866,liquid
7560-83-0,2097,"N,N-Dicyclohexylmethylamine",N-甲基二环己基胺,,毕得,100ml,3-5,195.34,0.912,solid
75-62-7,2098,Bromotrichloromethane,三氯溴甲烷,,adamas,5g,1-3-2,198.27,2.012,liquid
75-64-9,2099,tert-Butylamine,叔丁胺,,安耐吉,500ml,3-5,73.14,0.696,liquid
75-65-0,2100,tert-Butanol,叔丁醇,,adamas;energy,100nl;100ml,2-2,74.12,0.775,liquid
75-66-1,2101,2-Methyl-2-propanethiol,叔丁硫醇(TBM),,adamas,25g,R1,90.19,0.8,liquid
7568-92-5,2102,DL-2-Phenylglycinol,DL-苯甘氨醇,,安耐吉;adamas,25g,2-2,137.18,1.063,solid
75-76-3,2103,Tetramethylsilane,四甲基硅烷,,安耐吉,15ml,R1,88.22,0.648,liquid
75-77-4,2104,Chlorotrimethylsilane,三甲基氯硅烷,,adamas,25ml;100ml,3-2;3-4A;gRB,108.64,0.857,liquid
75-84-3,2105,Neopentyl alcohol,新戊醇,,adamas,5g;25g,2-2;R6;R9,88.15,0.818,solid
75-85-4,2106,tert-Amyl Alcohol,叔戊醇,,adamas,100ml,2-2,88.15,0.805,liquid
7588-36-5,2107,methyl 5-methoxy-2-methyl-1H-indole-3-acetate,5-甲氧基-2-甲基-3-吲哚乙酸甲酯,,adamas,5g,2-3b,233.26,,solid
75-89-8,2108,"2,2,2-Trifluoroethanol","2,2,2-三氟乙醇 (TFE)",,安耐吉,25g,2-2,100.04,1.391,liquid
75-89-8,2109,"2,2,2-Trifluoroethanol","2,2,2-三氟乙醇",,adamas,100g,2-2,100.04,1.391,liquid
75927-49-0,2110,Pinacol vinylboronate,乙烯基硼酸频哪醇酯,,安耐吉;adamas,5g;25g,3-2;R8,154.01,0.908,liquid
75-94-5,2111,Trichlorovinylsilane,乙烯基三氯硅烷,,安耐吉,100g,3-2,161.49,1.27,liquid
75-97-8,2112,Pinacolone,频哪酮,,安耐吉,100ml,2-3,100.16,0.801,liquid
75-98-9,2113,Pivalic acid,三甲基乙酸,,安耐吉,25g,1-4-1,102.13,0.889,solid
7601-54-9,2114,Sodium phosphate,磷酸三钠,,毕得,500g,4-2b,163.940671,2.536,solid
7601-54-9,2115,(Trisodium phosphate;Sodium phosphate),无水磷酸三钠,,adamas;安耐吉,25g;500g,6-2,163.940671,2.536,solid
76-04-0,2116,Chlorodifluoroacetic Acid,二氟氯乙酸,,adamas,5g,1-4-2,130.48,1.54,liquid
76089-77-5,2117,Cerium(III) trifluoromethanesulfonate,三氟甲磺酸铈(III),,adamas;毕得,5g,D3,290.19,1.7,solid
762-04-9,2118,Diethyl phosphite,亚磷酸二乙酯,,adamas,25ml,3-3,138.1,1.072,liquid
7632-00-0,2119,sodium nitrite,亚硝酸钠,,3A,500g,6-2,69.0,2.17,solid
763-32-6,2120,3-Methyl-3-buten-1-ol,3-甲基-3-丁烯-1-醇,,adamas,100ml,3-4,86.13,0.853,solid
7646-69-7,2121,Sodium hydride,氢化钠,,安耐吉,100g,D4,24.0,1.2,solid
7646-79-9,2122,Cobalt chloride,无水氯化钴(Ⅱ),,adamas,25g,gR-催化剂,129.84,3.35,solid
7646-85-7,2123,Zinc chloride,氯化锌,,安耐吉,500g;25g,5-1;gRb,136.3,1.01,solid
7646-93-7,2124,Potassium bisulfate,硫酸氢钾,,安耐吉,500g,6-2,136.16884,2.32,solid
7647-15-6,2125,sodium bromide,溴化钠,,adamas,100g,6-2,102.89,3.203,solid
7648-30-8,2126,Ethyl iododifluoroacetate,二氟碘乙酸乙酯,,adamas,1g,R8,249.98,1.7,liquid
7664-41-7,2127,Ammonia,氨,,安耐吉,100ml,r3,17.03,1.023,liquid
766-47-2,2128,2-Ethynyltoluene,2-乙炔基甲苯,,adamas,5g,3-2,116.16,0.922,solid
766-49-4,2129,1-ETHYNYL-2-FLUOROBENZENE,1-乙炔基-2-氟苯,,adamas,5g,3-2,120.12,1.06,liquid
766-77-8,2130,Dimethylphenylsilane,二甲基苯基硅烷,,adamas,25g,3-2,136.27,0.889,solid
766-83-6,2131,3-Chlorophenylacetylene,3-氯苯乙炔,,安耐吉,5g,3-2;3-2c,136.58,1.109,liquid
766-85-8,2132,1-iodo-3-methoxybenzene,3-碘苯甲醚,,毕得,5g,1-2-3,234.03,1.965,solid
766-97-2,2133,4-Ethynyltoluene,4-甲苯基乙炔,,adamas,5g,3-2,116.16,0.916,solid
766-98-3,2134,4-Fluorophenylacetylene,4-氟苯乙炔,,安耐吉,5g,3-2,120.12,1.048,solid
767-00-0,2135,4-Cyanophenol,4-羟基苯甲腈,,adamas,100g,4-3-2,119.12,1.1871,solid
7677-24-9,2136,Trimethylsilylcyanide(Trimethylsilylnitrile),三甲基氰硅烷,,adamas;毕得,25ml;100g;5g,3-2;R6;R8,99.21,0.793,liquid
767-91-9,2137,1-ETHYNYL-2-METHOXYBENZENE,2-乙炔基苯甲醚,,安耐吉,5g,3-2,132.16,1.022,liquid
7681-11-0,2138,potassium iodide,碘化钾,,adamas;adamaas,100g,6-2,166.0,1.7,solid
768-11-6,2139,5-Bromobenzothiazole,5-溴苯并噻唑,,adamas,1g,1-3-3,214.08,1.748,solid
7681-49-4,2140,Sodium fluoride,氟化钠,,adamas,25g,6-2,41.99,1.02,solid
7681-65-4,2141,Copper(I) iodide,碘化亚铜,,安耐吉,25g,D-2,190.45,5.62,solid
7681-82-5,2142,sodium iodide,碘化钠,,3A;adamas,100g,6-2,149.89,3.66,solid
76823-03-5,2143,5-Carboxyfluorescein,5-羧基荧光素,,adamas,1g,3-2,376.32,1.73,solid
768-32-1,2144,PHENYLTRIMETHYLSILANE,三甲基苯基硅烷,,adamas,5g,3-2,150.29,0.873,solid
768-33-2,2145,Chlorodimethylphenylsilane,苯基二甲基氯硅烷,,乐妍,25g,R6,170.71,1.017,liquid
768-56-9,2146,4-Phenyl-1-butene,4-苯基-1-丁烯,,adamas;安耐吉,5g;5ml,2-3a;3-4,132.2,0.88,liquid
768-60-5,2147,(4-Methoxyphenylacetylene;4-Ethynylanisole),4-乙炔基苯甲醚,,毕得;adamas,5g;25g,3-2,132.16,1.019,solid
7686-77-3,2148,3-Cyclopentene-1-carboxylic acid,3-环戊烯甲酸,,adamas,5g,1-4-2,112.13,1.084,liquid
76-86-8,2149,Triphenylsilyl chloride,三苯基氯硅烷,,adamas,25g,3-2,294.85,1.14,solid
768-70-7,2150,3-Ethynylanisole,3-乙炔基苯甲醚,,adamas,5g,3-2,132.16,1.04,liquid
7688-25-7,2151,"1,4-Bis(diphenylphosphino)butane","1,4-双(二苯基膦)丁烷 (DPPB)",,adamas,25g,3-3,426.47,,solid
768-90-1,2152,1-bromoadamantane,1-溴金刚烷,,adamas,5g,1-3-1,215.13,1.2686,solid
768-95-6,2153,1-Adamantanol,1-金刚烷醇,,adamas,25g,2-2,152.23,0.8544,solid
7697-29-2,2154,4-Chloro-3-methylbenzoic Acid,4-氯-3-甲基苯甲酸,,adamas,5g,1-4-4,170.59,1.31,solid
769-92-6,2155,4-tert-Butylaniline,4-叔丁基苯胺,,adamas,25g,3-5,149.23,0.937,liquid
7699-45-8,2156,Zinc bromide,溴化锌,,adamas,100g;5g,5-1;gRb,225.2,4.22,solid
7705-08-0,2157,Ferric chloride,无水三氯化铁,,adamas,25g,gR-催化剂,162.2,2.804,solid
770-71-8,2158,1-Adamantanemethanol,1-金刚烷甲醇,,ernergy;adamas,5g,2-2,166.26,0.8802,solid
77095-51-3,2159,1-benzofuran-6-carboxylic acid,苯并呋喃-6-羧酸,,adamas,1g,1-4-4;R1,162.14,1.363,solid
7718-54-9,2160,Nickle chloride,氯化镍,,adamas,25g,gR-催化剂,129.6,3.55,solid
771-98-2,2161,1-Phenyl-1-cyclohexene,1-苯基-1-环己烯,,adamas,5g;1g,2-3A;2-5A,158.24,0.994,liquid
7720-39-0,2162,2-Aminoimidazole,2-氨基咪唑,,adamas,100mg,3-5,83.09,1.313,solid
7722-76-1,2163,Ammonium phosphate monobasic,磷酸二氢铵,,3A,100g,6-3,115.03,1.02,solid
772-38-3,2164,4-(tert-Butyl)phenylacetylene,4-叔丁基苯基乙炔,,adamas,5g,3-2,158.24,0.877,liquid
7727-15-3,2165,Aluminium bromide,溴化铝,,adamas,5g,gR-催化剂,266.69,3.205,solid
7727-15-3,2166,Aluminium bromide,三溴化铝,,adamas,5g,R3,266.69,3.205,solid
7727-21-1,2167,Potassium persulfate,过硫酸钾,,adamas,100g;0,4-1a;6-2,270.32,2.47,solid
773-64-8,2168,Mesitylene-2-sulfonyl chloride,"2,4,6-三甲基苯磺酰氯",,安耐吉,25g,1-5-4,218.7,1.4386,solid
773-99-9,2169,1-Naphthaleneethanol,1-萘乙醇,,adamas,25g,2-2,172.22,0.99,solid
774-65-2,2170,BENZOIC ACID TERT-BUTYL ESTER,苯甲酸叔丁酯,,adamas,5g,2-4,178.23,1,liquid
77-48-5,2171,"1,3-Dibromo-5,5-dimethylhydantoin",二溴海因,,adamas,25g,4-2-2,285.92,1,solid
7751-38-4,2172,Diisopropyldichlorosilane,二异丙基二氯硅烷,,adamas,25g,3-2,185.17,1.026,liquid
775304-57-9,2173,Ataluren,阿塔鲁伦,,adamas,1g,3-2,284.24,1.379,solid
77-55-4,2174,1-Phenylcyclopentanecarboxylic acid,1-苯基-1-环戊烷甲酸,,adamas,5g,1-4-1,190.24,1.0486,solid
7757-83-7,2175,Sodium sulfite,无水亚硫酸钠,,general,500g,6-2,126.04,2.63,solid
7758-80-7,2176,Monosodium phosphate,无水磷酸二氢钠,,adamas,500,4-2b,119.98,,solid
7758-88-5,2177,Cerium(III) fluoride,氟化铈,,adamas,5g,gR-催化剂,197.1112096,6.16,solid
7758-89-6,388,Cuprous chloride,氯化亚铜,,毕得,100g,D3,99,1.15,solid
7758-94-3,2178,Ferrous chloride,氯化亚铁,,adamas,5g,gR-催化剂,126.75,3.16,solid
7758-98-7,2179,Copper(II) sulfate,硫酸铜,,3A,500g,5-2,159.61,3.603,solid
7758-99-8,2180,Copper sulfate pentahydrate,"硫酸铜,五水合物",,adamas,500g,6-3,249.68,2.284,solid
776-04-5,2181,2-(Trifluoromethyl)benzenesulfonyl chloride,2-(三氟甲基)苯-1-磺酰氯,,安耐吉,5g,R3,244.62,1.585,liquid
776-75-0,2182,1-BENZOYLPIPERIDINE,苯酰氮苯烷,,adamas,1g,4-4-1,189.25,1.0356,solid
776-76-1,2183,DIPHENYLMETHYLSILANE,二苯甲基硅烷,,adamas,25g,3-2,198.34,0.995,liquid
7772-98-7,2184,Sodium thiosulfate,硫代硫酸钠,,毕得,500g,4-2a,158.11,1.01,solid
7775-27-1,2185,Sodium persulfate,过硫酸钠,,安耐吉,500g,6-2,238.1,2.4,solid
7775-41-9,2186,Silver fluoride,氟化银(I),,adamas,1g,D2,126.87,5.852,solid
77758-51-1,2187,Methyl 5-hexynoate,5-己炔酸甲酯,,energy,5g,2-2A,126.15,0.96,liquid
7778-53-2,2188,Potassium phosphate tribasic,磷酸三钾,,毕得,500g,6-2,212.266261,2.564,solid
7782-61-8,2189,Ferric nitrate nonahydrate,硝酸铁(III) 九水合物,,阿拉丁,25g,D-3,404.0,1.68,solid
7783-20-2,2190,Ammonium sulfate,硫酸铵,,安耐吉,500g,4-2c,132.14,1.77,solid
7783-28-0,2191,Ammonium phosphate dibasic,磷酸氢二铵,,3A,500g,6-3,132.06,1.203,solid
7783-90-6,2192,Silver chloride,氯化银,,adamas,5g,D2,143.32,5.56,solid
7786-30-3,2193,Magnesium chloride,氯化镁,,adamas,25g,6-1,95.21,2.32,solid
7787-60-2,2194,Bismuth Chloride,氯化铋,,adamas,25g;1g,D2,315.34,4.75,solid
7787-69-1,2195,Caesium bromide,溴化铯,,adamas,1g,6-1,212.81,4.44,solid
7787-70-4,2196,Cuprous bromide,溴化亚铜,,3A,100g,D3,143.45,4.71,solid
7789-19-7,2197,Copper(II) fluoride,氟化铜,,adamas;3A,1g;5g,2-4c;D2-2A,101.54,4.23,solid
7789-20-0,2198,Deuterium oxide,重水,,安耐吉,100g,4-4A;D1-3A,20.03,1.107,liquid
7789-23-3,2199,Potassium fluoride,氟化钾,,adamas,500g,6-2,58.1,2.48,solid
7789-24-4,2200,Lithium fluoride,氟化锂,,麦克林,25g,6-1,25.94,2.64,solid
7789-43-7,2201,Cobalt(II) bromide,无水溴化钴,,毕得,25g,gR-催化剂,218.74,4.909,solid
7789-45-9,2202,Copper(II) bromide,溴化铜,,adamas,25g,gR-催化剂,223.35,4.77,solid
7789-48-2,2203,magnesium bromide,溴化镁,,adamas,250mg,6-1,184.11,3.72,solid
7789-49-3,2204,Nickel(II) bromide trihydrate,溴化镍(II)三水合物,,安耐吉,5g,gR-催化剂,236.52,5.098,solid
7789-60-8,2205,Phosphorus tribromide,三溴化磷,,安耐吉,500g,3-3,270.69,2.88,liquid
7790-28-5,2206,Sodium periodate,高碘酸钠,,安耐吉;adamas,500g;100g,6-2,215.91,3.865,solid
7790-86-5,2207,Cerous chloride,"氯化铈,无水",,毕得,25g,D1,246.48,3.97,solid
7790-86-5,2208,CERIUM(III) CHLORIDE,三氯化铈,,阿拉丁,25g,gR-催化剂,246.48,3.97,solid
7790-87-6,2209,Cerium(III) iodide,水合碘化铈,,毕得,1g,gR-催化剂,520.83,,solid
7790-99-0,2210,Iodine monochloride,一氯化碘,,adamas,25g,1-2B;R1,162.36,3.24,solid
7791-13-1,2211,Cobalt(II) chloride hexahydrate,"氯化钴,六水",,3A,100g,D4,147.85,3.35,solid
7791-18-6,2212,Magnesium chloride hexahydrate,"氯化镁,六水",,安耐吉,500g,6-1,203.3,1.569,solid
7791-20-0,2213,Nickel chloride hexahydrate,"氯化镍,六水",,adamas;安耐吉,100g,D2;D2-2A,237.69,1.92,solid
7797-81-1,2214,"N-Hydroxy-1,8-naphthalimide","N-羟基-1,8-萘二甲酰亚胺",,adamas,5g,R9,213.19,1.2911,solid
782495-18-5,2215,N-[(2S)-2-Pyrrolidinylmethyl]-trifluoromethanesulfonamide,N-[(2S)-2-吡咯烷甲基]-三氟甲磺酰胺,,adamas,100mg,D1-2A,232.22,1.377,solid
78385-26-9,2216,3-Bromomethyl-3-methyloxetane,3-溴甲基-3-甲基-1-氧杂环丁烷,,adamas,1g,1-3A,165.03,1.438,solid
78-39-7,2217,Triethyl Orthoacetate,原乙酸三乙酯,,安耐吉,500ml,4-1A,162.23,0.885,liquid
784-50-9,2218,9-Fluorenone-2-carboxylic Acid,9-芴酮-2-羧酸,,adamas,250mg,1-4-5,224.21,1.2337,solid
78-59-1,2219,Isophorone,异佛尔酮,,adamas,25g,3-4,138.21,0.923,liquid
78-67-1,2220,"2,2'-azobis(2-methylpropionitrile)",偶氮二异丁腈,,安耐吉,25g,R3,164.21,1.11,solid
78704-49-1,2221,(4-Chlorophenylethynyl)trimethylsilane,(4-氯苯乙炔基)三甲基硅烷,,adamas,1g,3-4A,208.76,1.03,solid
78-70-6,2222,linalool,芳樟醇,,adamas,25ml,2-2,154.25,0.87,liquid
